"X1" "X2" "X3" "X4" "X5" "X6"
-28.9 -34.7 -38.7 -66.7 -0.5 -22.8
-13.8 -34.9 -52.8 -61.4 -32.9 -37.2
25.2 20.6 3 0.5 17.5 16.6
33.4 28.3 -16.4 2.6 12 14.5
61.2 42.3 4.9 9.7 40.1 30.8
36.9 7.3 -32.7 -37.2 46.6 37.9
-37.7 -94.9 -155.5 -134.2 -49.2 -47.6
130.2 91.1 63.5 62 107.1 95.9
86 67 21.2 21.9 52 55.7
28.3 10 -30 -41.4 2.6 -11
-60.6 -66.5 -148.4 -113.4 -101.1 -81.1
15.1 7.7 -26.6 -9.3 -22.2 -14.9
-5 -1.8 -42.5 -26.4 -22.7 -21.7
11 10.8 3 2.8 5.3 6.5
15.3 2.9 0.4 -28.6 17.1 0
23.4 3.3 -5.2 -12.8 36.7 27.4
-9.5 -51.1 -122.2 -121.6 -49.8 -62.2
52.6 38.2 -25.9 -7.9 30.6 29.1
103 69.2 19.8 40.9 50.8 51
148.4 119.4 90.9 102 113.7 117.1
96.6 63.2 51.6 54.5 89.1 86.5
-37.4 -67.4 -100.8 -87.1 -50.3 -44.3
-23.1 -30 -68.3 -64.2 -41 -31.7
-5.5 -15.7 -25 -37.9 -13.5 -17.7
-8.6 -6.7 -67.7 -24.2 -65.3 -46
1.3 -2.7 -30.6 -16.4 -30.8 -22.5
-6.1 -20.7 -68.7 -53.4 -34.1 -21.2
63.8 51.8 23.1 32.9 55.4 56.2
34.2 6.5 -53.2 -22.3 -15.4 -9.4
66.5 40.8 -10.6 11.4 39.7 46.2
136.6 105.8 54.1 73.6 90.9 87.1
178.5 160 124 134.2 141.8 145.8
153.3 131.9 108.5 112.8 121.5 126.7
-22.7 -63.3 -123.5 -114.6 -63.1 -67.2
-35.7 -40.7 -65.5 -70.1 -19.1 -23.1
-21.1 -24.2 -46.6 -31.6 -23.5 -8.5
-3.8 3.6 -40 -15.3 -32 -16.2
-5 -0.4 -48.5 -18.5 -39.9 -28.8
11.4 7.7 -37.7 -16 -12 0.4
53.7 47.2 6.5 31.9 26 30.8
64.4 47.8 18.8 22.3 60.5 55.5
80.4 54.1 8.2 23.2 57.5 50.4
128.3 107.6 84.3 80.4 117 109.2
169.9 141.4 96 111 127.2 125.4
105.8 73.7 61.9 51.7 102.2 96.4
33.2 11.4 -4.5 -7.4 10.1 8.6
53.6 41.5 23.4 26.9 40.5 42.5
-5.6 -16.3 -36.6 -30.8 -8.7 -6.4
-61.7 -83.3 -134 -122.3 -102.1 -93.6
-58.8 -87.9 -135.5 -130.4 -89.1 -80.9
-20.4 -28.3 -91.4 -59 -50.7 -39.4
21.9 5.1 -36.1 -22 3.4 7.9
17.9 -9.9 -23.8 -38.7 33.3 23.3
49.9 20.6 8.2 -12.5 50.6 48.3
129.4 105.5 78.4 76.7 109.6 103.6
132.5 97.8 52.6 74 93.4 99.2
66.3 23.2 -0.4 -7.1 32.4 32.5
51.1 38.5 25.4 25.8 38.9 41
23.8 6.7 -19.9 -14.2 4.1 3.9
-100.9 -98.8 -165.2 -139.6 -123.6 -104.5
-88.5 -117.2 -180.4 -166.3 -108.5 -97.6
-91 -99.1 -166.8 -143 -86.5 -71.6
43.2 35.7 12.5 20.5 24.8 27.2
78.6 70 42.1 50.7 66.4 65.1
56.4 38.9 5.9 16.4 63.3 63.2
48 39.1 -46.3 5.8 4.6 17.8
21.3 -30 -84.5 -74.9 -16.1 -32
108.3 75.7 19.5 40.7 84.9 87.3
34.2 2.9 -59.7 -40.3 16 23.8
92.4 85.6 53.9 75.2 80.5 85.2
45.1 37.4 17.4 25.7 39.3 40.1
-40.7 -37.6 -104.8 -61.2 -86.9 -61.5
-65.9 -71.5 -123.8 -102.2 -90.7 -74.1
-16.1 -27.9 -42.8 -51 -10.9 -13.4
31.6 21.5 -11.8 1.9 13.3 18.6
58.9 51.4 18.1 34.3 40.7 45.3
12 -9.8 -63.7 -43.8 -32.5 -33.2
64.2 45.8 16.2 16.9 75.7 72.4
133 117.1 75.2 89.1 99.7 100
154.4 131.1 88.3 103.8 118.7 115.5
127.4 107.9 85.3 91.7 118.7 119.3
32.5 26.3 -7.3 4.4 5.9 15.3
17.4 13.2 -40.1 -4.9 -21.3 -11.1
-8.4 1.7 -45.6 -22.8 -38 -25.6
-61.7 -75.6 -99.5 -110.8 -58.4 -55.1
-34.5 -39 -70 -67.6 -46.7 -44.8
13.2 19.1 -26 2.1 -12.1 0
0.3 -11.8 -72.1 -42.9 -9.2 -1.1
25.9 3.5 -50.1 -30.1 4.5 6.1
30.9 -12.3 -78.9 -54.1 -0.4 -1.7
119.1 96.3 72.6 73.7 102.6 93.4
128.1 109.5 53.8 76.7 105.9 111.7
113.4 80.3 57.7 58.4 80.6 77
22.1 -4.9 -24.7 -20.9 8.6 17
14.9 12.4 -6.9 -3.1 10.6 15
-72.1 -95.1 -166.3 -140.6 -115.6 -98.3
-12 -6.3 -51.3 -19.6 -49.1 -30.8
-5.2 -5.2 -23.1 -22.6 -9.7 -4
36 29.2 -4.5 10.3 7.3 8.4
24 11.1 -33.4 -17 18.1 19.1
5 -19.2 -60.7 -49.2 -8.7 -7.4
54.6 31.1 -20.6 -0.5 34 41.6
77 23.7 -19.7 -17.5 45.1 37.5
140.8 124.4 64.6 97 98.4 103.9
125.7 110.2 76.5 90.3 103.2 109.8
77.8 61.5 55.5 49.7 74.4 67.9
-63.1 -57.3 -133.9 -88.4 -80.6 -53.8
-51.3 -41.3 -109.8 -64.1 -69.3 -42.6
-34.3 -52.5 -80.2 -71.6 -46.9 -43.7
-45.6 -59.8 -103.2 -74.6 -77.3 -57.3
28.2 18.5 6.4 5.8 17.4 13.7
19.9 5.2 -56.3 -29.7 -10 -2.6
46.7 26.5 -15.7 -2.6 26.2 21.7
71 44.5 16.3 22.3 69.9 68.7
141.6 121.1 88.2 91.8 120.1 113.6
110.1 74.8 24.9 34.4 84.3 80.8
121.2 99.1 78.2 81.3 102 101.7
44.8 26.3 11.5 14.2 37.2 40.5
38.7 28.9 5.2 22.5 24 38.4
-21.1 -32.7 -51.3 -44.8 -26.6 -22.1
1.8 3.1 2.1 3.8 -1.1 3.9
-10 -14.2 -38 -27.6 -14 -9.2
10.4 7.8 -32.5 -23.7 -9.6 -0.8
28.1 5.2 -35.7 -22.4 23.8 17.7
21.8 -8.2 -19.9 -38.3 41 24.1
-8.9 -66.8 -81 -71.5 -4.9 -8.4
84.4 60.1 16.3 26.5 65.7 69.8
103.5 68.5 37.3 32 87.3 72.6
61.5 2.4 -51.5 -30.2 11.1 28
49 31.3 18.4 25.3 50 68.8
-1.7 -15.6 -55.4 -41.9 -13.8 -5.1
-14.8 -16.2 -59.8 -44.2 -36.1 -29.6
-30.9 -25 -92.2 -60 -55.4 -43.2
-18.7 -23.6 -80.7 -52.1 -44 -37.6
-57.8 -94.6 -133 -135.1 -70.9 -66.4
27.4 12.2 -17.6 4.7 27.2 36.2
59 40.7 11.4 29.1 63.1 71.6
51.8 14.9 -15.2 5.3 55.6 63.6
146.7 129.5 75.4 93.2 115.3 118.8
183.2 161.1 144.6 149.5 159.2 153.9
120.9 94.7 68.4 69.9 112.4 106
22.2 4.1 -30.9 -14.7 28.8 41.9
-15.4 -33.1 -85.2 -63.3 -38.3 -31.4
-39.4 -50.9 -77 -53.1 -37.9 -28.6
-35.4 -59.3 -101.7 -89.1 -67.1 -65.2
-13.2 -26.2 -104.8 -60.5 -66.3 -55.8
-41 -69.4 -89.6 -101.8 -34.9 -30.8
-20.6 -42.1 -75.3 -61.2 -15.1 -2.9
-14.1 -42.8 -89 -83.5 -17.5 -17.3
53.8 5.7 -27.6 -17.3 36.1 32.6
158.8 131.1 112.4 109.3 148.5 135.8
132.2 104.2 65.1 75 114.4 119.3
121.4 94.2 61 76.9 94.7 89.8
77.3 64.2 34.5 51.2 66.1 64.2
14 3.2 -53.9 -26.6 -17.4 -7.7
11 13.1 -15.7 -1.9 -2.5 4.2
-31.5 -39.7 -77.7 -62.5 -47.8 -40.3
9 9 -18.5 -2.4 -10.2 -7.6
-4.1 -17 -32 -38.7 -11.7 -16.9
47 33.1 7.7 11.9 29.8 30.1
61.4 52 -9 20.6 25.8 28.5
63.2 31 -3 6 62 66
142.4 117.7 86.8 91.8 129.8 137.1
172.7 145 129.4 120.8 151.6 145.6
90.5 53.5 51.7 37.2 95.4 92.7
34 14.4 0.3 -4.3 28.8 23.7
-1.2 -18.6 -76.1 -43.5 -18 -13.5
-63.9 -96.2 -157.1 -119 -92.1 -83.7
1.7 2.6 -28.7 -8.3 -25.8 -21.6
-47.4 -60.2 -75.8 -91.2 -43.5 -48.9
17.3 11 -14.4 4.5 4.1 12.4
26.8 16.1 -40.8 -14.3 -14.9 -4
79 72.3 12.1 44.7 66.2 75
117.3 102.8 53.8 73.2 93.8 92.2
130.4 117 41 75.8 103.4 111.2
163.9 139.2 71.7 98.6 127.1 129.7
110.2 73.1 69.5 49.1 88.1 71.7
-12.1 -35.5 -63.4 -58.4 -13.5 -1.4
20.2 6.7 -23.6 -13.4 4.8 11.5
16.9 17.2 -12.3 10.1 7.3 12.9
-1.3 0.1 -18.2 -10.9 -11.1 -7.7
7.9 9 -22.6 -5.4 -11.7 -9.4
-7.7 -27.8 -97.9 -67.5 -42.6 -37.7
-1.6 -8.7 -92.3 -41.8 -23.4 0
-30.6 -66.7 -114.5 -96.7 -14.6 2.3
46.2 22.4 -48.3 -26.6 5.6 8.7
117.1 101.6 40.4 63.1 90.8 91.5
165.5 143.3 122.9 129.6 136.9 133.3
84.4 53.7 33.1 18.5 63 64.2
85.4 69.4 51.2 60.5 70.3 74.9
16.9 7.4 -14.5 -5.6 10.7 22.9
26.4 26.6 15.4 21.4 16.9 17.7
-16.2 -25.6 -30 -19.7 -23.3 -16
-5.2 -13.8 -54.2 -38.6 -35.5 -32.6
22.2 12.6 3.3 3.2 26.6 28.7
32.3 31.6 -36.8 -11.1 0 2.1
45.6 32.3 -18.5 -2.3 27.9 29.1
-72.3 -113.1 -186.4 -163.1 -61.2 -43.7
87.9 66.6 21.5 28.4 69.2 53.8
132.2 94 70.2 82.7 119.7 118.4
130.2 113.5 83.8 87.5 99.8 96.6
76.1 63.4 41 51.7 63.3 62.8
-9.6 -15.3 -66.6 -28.6 -25.4 -3.8
-42.7 -47.1 -104.7 -72.2 -67 -53
-33.2 -56.2 -111.3 -83.2 -68.4 -61.4
-35.4 -45.2 -97.5 -79.4 -69.1 -60.4
14 10.4 -24.4 -17.2 0.8 -0.8
44.9 27.5 -7.7 3.5 33.3 31.5
-18.6 -64.2 -131 -112.2 -55.2 -55.5
100 81.7 37.2 55.3 78.2 76.8
145.3 117.8 78.7 89 113.3 110
176.7 150.2 115.7 124.9 140.3 137
145.5 121.1 84.3 100.9 120.2 118.3
60.5 50.2 30.3 37.4 59.4 60.3
41.1 30.9 -3 15.9 27.3 27.1
-4.1 6.3 -70.3 -29.5 -46.2 -36.7
-23.4 -18.1 -63.1 -31.9 -42.4 -25
-46.6 -58.2 -109.2 -85 -73.9 -64.5
-19.9 -33.6 -47.1 -66.3 -18.5 -24.3
14.7 -12.3 -43.8 -43.6 -6.7 0.3
63.1 48 11.8 25.5 59.2 64.5
42.7 -0.2 -18.9 -35.2 39.9 23.2
84.8 59 -0.8 21.5 51.1 44.7
180 161.3 115.3 135.2 151.3 149.9
138.1 115.1 111.2 102.9 129.1 119.9
68.2 47.5 47.6 37.1 70.3 66
-6.5 -31.6 -77.8 -56.7 -35.2 -25.9
-4.6 -3.4 -50.5 -22 -44.1 -36.9
5.9 9.1 -11.4 -3 -8.2 -1.6
-2.5 -10 -39.2 -38.2 -11.3 -20.2
13.1 10.8 -46.2 -25.3 -11.2 -2.9
-28.5 -69.4 -115.2 -101.1 -24.8 -32.5
72.1 50 15.7 26.1 76 74.1
98.1 76.2 49.3 60.1 98.2 103.7
104.3 84.3 28.1 38.2 87.9 77.4
122.1 66.5 70.2 65.1 104.1 94.9
155.3 132.9 109.4 110.3 119 117
87.5 74.9 45 62 67.1 80.4
46.8 32.1 8 9.3 40 29.6
-61.6 -93.7 -89.4 -106.7 -42.9 -45.3
7.1 10.9 -25 -8 -27.9 -12.4
12.6 10.9 -13.4 -0.2 -8.5 0.6
31 26 19.9 19.1 17.5 22.1
49.7 34.5 3.6 12.5 45.6 42.4
-1 -14 -79.1 -55 -28.7 -27.2
101 80.1 26.9 36.7 77.1 72.1
124.1 100.2 52.1 64 92.8 102.2
153.8 125.1 103.9 108.4 130.2 126.6
142.3 116.9 81.5 85.1 116.8 110.8
65.6 47 28.5 30.3 52.1 54.3
-41.9 -50.4 -115.2 -95.8 -52.3 -44.1
-25.5 -22.6 -46 -29.6 -26.5 -11.7
0.9 2.3 -26.6 -11.8 -31.4 -18.8
-44.5 -36 -129.2 -88.4 -96.9 -72.9
-25.9 -31.9 -78.6 -55.4 -40.4 -27.2
-36.7 -55.2 -120.9 -101.7 -36.2 -40.9
7.6 -23.9 -58.6 -46.1 6.7 8.4
37.8 12.7 -44.9 -19.5 7.3 15.3
63.6 40.5 -16.3 6.7 29 38.7
147.2 108.3 65.3 65.5 118.2 105.3
128.7 96.1 82 78.9 109.5 111.2
86.1 71.1 45.1 48.5 59.2 59.9
37.8 34.5 6.7 15.6 22.1 31.7
-81.1 -93.1 -164.8 -132.1 -100.3 -83.7
2.2 2.9 -13.4 -8.5 -10.8 -3.1
-25.9 -30.2 -86 -55.2 -65.2 -40.6
6.6 -1.4 -42.8 -25.7 -22.2 -9.3
39 32.6 -17.7 4.9 14.3 28.1
49.9 22.1 -21 -10.8 33.6 29.4
59.6 36.5 6.7 10.4 48.3 43.8
128.9 102.4 66.2 69.1 102.7 103.3
108 61.8 11.5 19.8 77.2 62.8
82.9 32.9 20.2 11.6 61.6 53.4
28.2 -16.3 -18.4 -35.7 39.3 14.9
59.1 57 31.9 40.2 46.5 50.6
-97.5 -112.7 -182.1 -185.4 -101.5 -110
-10.2 -11.4 -46.2 -28 -30.7 -14.3
-12.2 -10.3 -56 -29.7 -38.9 -22.8
-9 -11.6 -77.4 -37.1 -43.4 -31.5
-5.3 -39.3 -110.3 -75 -37.6 -25.3
77.4 56.3 15.6 29.8 60.7 64.3
126.5 105.8 76.8 81.6 106.9 102.2
95.7 65.3 3.4 27.6 80 83.9
138.9 113.1 50.4 76.5 119.9 124.2
88.4 67 22.6 33.9 60 63.6
73.1 59.4 51.7 49.9 69.5 65.5
31.3 24.8 7.7 11.9 26.1 28.3
-31.5 -35.3 -68.6 -57.3 -36.6 -27.4
23.1 20.2 12.5 15.6 16.3 20
-31.4 -40.3 -99.3 -77.8 -54.8 -49.2
-52.1 -64.2 -150.3 -123 -86 -72.8
0.3 -11.6 -67.7 -49 -26.5 -12.7
47 28.1 -11 1.1 39.7 38
63.3 39.4 -7.6 5.5 47.2 39.5
135.3 112.7 72 75.5 100 90.4
151.5 126.8 89.2 98.5 124.5 126.5
158.5 135.7 117.9 118.9 139.2 139.2
91.9 77.3 57.7 64.1 74.7 80.2
29.5 16.8 1.7 7 26.5 23
-61.3 -61.8 -111.2 -91.4 -64.3 -52.9
17.8 14.5 9 12.8 12.8 15.1
-20.8 -25.7 -49.4 -45.7 -39 -31.7
-4.2 -14.7 -61.6 -48.1 -18 -16.4
8.9 -10.6 -71.4 -55.4 -18.3 -13.2
102.8 82.5 60.1 68.1 92.9 89.3
79.4 50.7 2.7 18.2 65 59.5
82.8 50.1 -22.3 -11.5 56.3 51.2
142.4 114.5 71.8 81.6 111.6 110.9
116.4 90.5 63.3 66.9 99.2 100
63.9 47.1 29.7 32.7 41.1 46.4
47.1 36.3 21.9 25.5 41.7 42.1
1.3 2.4 -15.8 -9.6 -13 -3.3
-28.9 -32.4 -74.3 -59.4 -61.6 -47
-59.2 -63.2 -134.1 -109.2 -96 -80.9
-24.8 -30.3 -71.3 -57 -43.2 -29.9
-4 -19.8 -79.5 -60.7 -19.5 -16.1
-24 -52.1 -123.5 -101.9 -38.5 -35.2
9.1 -24.7 -78.1 -65.2 9 2.8
90 62.5 12.8 22.7 85.7 79.3
141.2 110.6 57.3 71 112 113.4
123.1 92.6 70.8 71.1 110.8 108.7
81 63.8 60.9 66.3 90.6 87.5
-36.1 -51.2 -88.6 -85.9 -44.4 -36.7
-31.3 -40.6 -71 -60.6 -34.3 -32.5
-8.3 -13 -42.7 -33.2 -25.1 -26.3
-27 -28.3 -68 -55 -50.9 -41.7
35.4 26.4 2.7 10.5 22.3 25.4
67.7 58.4 30.4 39.6 57.6 58.9
-0.4 -25.1 -68.8 -54.9 3.1 0.8
64.7 36.7 -12 -1.3 40.5 37.6
133.5 104.6 56.4 62 102.2 90.7
144.8 112.6 67.7 78.1 127.9 128.4
128 99.6 72.9 76 111.5 111.2
66.9 48.7 29.5 35.5 56.7 60.9
-3.2 -18.5 -54.2 -47.1 -19 -20.6
-84.4 -88.6 -161 -135.9 -117.2 -101
-27 -35 -77.1 -60.5 -48.3 -40.9
-40.3 -56.6 -99.6 -90.3 -63.7 -60.2
44.5 31.4 6.9 16.1 28.3 26.4
-23.9 -43.5 -119.4 -91 -44 -37.1
17 -12.5 -55.3 -38.5 9.8 18.7
86.5 57.2 4.2 13.9 66.3 60.7
82.2 50.2 -7.3 2 49.2 45.2
188.3 168.5 144.7 151.2 172.1 170.7
120.2 89.3 57.6 61 94 95.6
62.4 46.3 16.8 19.9 46.8 44.8
-8.2 -16 -59.4 -45.7 -30.8 -23.1
-4.6 -10 -28.5 -21 -1.5 -1.1
-54.6 -60 -124.2 -101 -100.1 -82.6
